Effective Date,ID,H1 Title,Language
2004-05-14,C6000C,ARCHIVÉE Responsabilités en cas de changements,fr
2007-05-25,C6000C,ARCHIVÉE Limite de prix,fr
2011-05-16,C6000C,ARCHIVÉE Limite de prix,fr
2017-08-17,C6000C,Limite de prix,fr
1991-06-01,C6001C,"ARCHIVÉE Dépenses, limitation - taux fixe (temps)",fr
2017-08-17,C6001C,Limitation des dépenses,fr
1997-02-03,C6001C,"ARCHIVÉE Dépenses, limitation - contrat",fr
1997-09-15,C6001C,"ARCHIVÉE Dépenses, limitation - contrat",fr
2004-12-10,C6001C,ARCHIVÉE Limitation des dépenses,fr
2005-06-10,C6001C,ARCHIVÉE Limitation des dépenses,fr
2007-11-30,C6001C,ARCHIVÉE Limitation des dépenses,fr
2008-05-12,C6001C,ARCHIVÉE Limitation des dépenses,fr
2011-05-16,C6001C,ARCHIVÉE Limitation des dépenses,fr
2013-04-25,C6001C,ARCHIVÉE Limitation des dépenses,fr
1991-06-01,C6002C,"ARCHIVÉE Dépenses, limitation - taux fixe (temps)",fr
1991-06-01,C6003C,"ARCHIVÉE Dépenses, limit. - frais remboursable",fr
1991-06-01,C6004C,"ARCHIVÉE Dépenses, limit. - frais remboursables",fr
1991-06-01,C6005C,ARCHIVÉE Limitation des dépenses,fr
1991-06-01,C6006C,ARCHIVÉE Limitation financier,fr
1992-01-31,C6007C,ARCHIVÉE Limitation des dépenses,fr
1992-08-01,C6007C,ARCHIVÉE Limitation des dépenses,fr
1992-01-31,C6008C,ARCHIVÉE Limitation des dépenses,fr
1992-08-01,C6008C,ARCHIVÉE Limitation des dépenses,fr
1991-06-01,C7000C,ARCHIVÉE Contenu canadien,fr
1991-06-01,C7000T,ARCHIVÉE Contenu canadien,fr
1991-06-01,C7001D,ARCHIVÉE Contenu canadien,fr
2023-04-14,C8000C,Prix forfaitaire,fr
2023-04-14,C8001C,Taux horaire/unitaire forfaitaire,fr
2023-04-14,C8002C,Frais remboursables avec coût cible/mesure incitative,fr
2023-04-14,C8003C,"Frais remboursables avec coût cible/mesure incitative : Coût cible/mesure incitative sans prix maximum, mais avec tarifs maximums et minimums",fr
2023-04-14,C8004C,Frais remboursables avec coût cible/mesure incitative sans prix maximal mais avec un ratio de partage variable,fr
2023-04-14,C8005C,Frais remboursables avec coût cible/mesure incitative : Prix maximal,fr
2023-04-14,C8006C,Mesures incitatives liées au rendement technique,fr
2023-04-14,C8007C,Mesures incitatives liées au respect des échéances,fr
2023-04-14,C8008C,Primes au rendement,fr
1991-06-01,C9000T,ARCHIVÉE Prix,fr
2008-05-12,C9000T,ARCHIVÉE Prix,fr
2010-08-16,C9000T,Prix,fr
1991-06-01,C9001C,ARCHIVÉE Certification des factures,fr
1991-06-01,C9003C,ARCHIVÉE Etablissement définitif des coûts,fr
1997-02-03,C9003C,ARCHIVÉE Etablissement définitif des coûts,fr
2008-05-12,C9003C,Établissement définitif des coûts,fr
1991-06-01,C9004C,ARCHIVÉE Vérification,fr
1992-01-31,C9006C,ARCHIVÉE Transporteur coûtsé/taux,fr
1992-08-01,C9006C,"ARCHIVÉE Transporteur, coûts/taux",fr
1997-02-03,C9006T,ARCHIVÉE Coûts et taux,fr
2011-05-16,C9010C,ARCHIVÉE Limite des dépenses - Total cumulatif de toutes les autorisations de tâches,fr
2013-04-25,C9010C,Limite des dépenses - Total cumulatif de toutes les autorisations de tâches,fr
2011-05-16,C9011C,ARCHIVÉE Limite d'autorisation de tâches,fr
2013-04-25,C9011C,ARCHIVÉE Limite d'autorisation de tâches,fr
2014-06-26,C9011C,Limite d'autorisation de tâches,fr
2007-11-30,D0001C,ARCHIVÉE Livraison par étape,fr
2008-05-12,D0001C,Livraison par étape,fr
1991-06-01,D0001D,ARCHIVÉE Livraison - par étape,fr
1997-09-15,D0001D,ARCHIVÉE Livraison - par étape,fr
1991-06-01,D0002T,ARCHIVÉE Livraison,fr
1997-09-15,D0002T,ARCHIVÉE Livraison,fr
2000-05-12,D0002T,ARCHIVÉE Livraison,fr
2004-12-10,D0002T,ARCHIVÉE Livraison,fr
2007-11-30,D0002T,ARCHIVÉE Livraison,fr
2014-06-26,D0002T,Meilleure date de livraison - soumission,fr
2007-11-30,D0003C,Livraison par étape - inspection,fr
1991-06-01,D0003D,ARCHIVÉE Livraison - par étape,fr
1997-09-15,D0003D,"ARCHIVÉE Livraison, par étape - Inspection",fr
1998-02-16,D0003D,"ARCHIVÉE Livraison, par étape - Inspection",fr
1991-06-01,D0004T,ARCHIVÉE Livraison - meilleurs délais,fr
2007-11-30,D0005C,Livraison totale,fr
1991-06-01,D0005D,ARCHIVÉE Livraison,fr
1997-09-15,D0005D,ARCHIVÉE Livraison,fr
1991-06-01,D0006D,ARCHIVÉE Livraison,fr
1997-09-15,D0006D,ARCHIVÉE Livraison - date obligatoire,fr
2008-05-12,D0007C,ARCHIVÉE Préparation en vue de la livraison,fr
2012-07-16,D0007C,ARCHIVÉE Préparation en vue de la livraison,fr
2014-06-26,D0007C,Préparation en vue de la livraison - commande d'emballage pour le transport - Forces canadiennes ,fr
1996-05-01,D0007D,ARCHIVÉE Préparation en vue de la livraison,fr
2000-05-12,D0007D,ARCHIVÉE Préparation en vue de la livraison,fr
2004-05-14,D0007D,ARCHIVÉE Préparation en vue de la livraison,fr
1991-06-01,D0008C,ARCHIVÉE Livraison,fr
1998-06-15,D0008C,ARCHIVÉE Livraison,fr
2000-12-01,D0008C,ARCHIVÉE Livraison,fr
2007-11-30,D0009C,ARCHIVÉE Livraison,fr
2014-06-26,D0009C,Livraison - contrat,fr
1991-06-01,D0009D,ARCHIVÉE Livraison,fr
1995-12-15,D0009D,ARCHIVÉE Livraison,fr
1991-06-01,D0010D,ARCHIVÉE Livraison,fr
1992-12-01,D0010T,ARCHIVÉE Livraison,fr
1991-06-01,D0011T,ARCHIVÉE Livraison,fr
1991-06-01,D0012T,ARCHIVÉE Livraison,fr
1991-06-01,D0013D,ARCHIVÉE Livraison,fr
2007-11-30,D0014C,Livraison de produits réfrigérés ou congelés,fr
1991-06-01,D0014D,"ARCHIVÉE Viande, livraison de la",fr
1999-06-21,D0014D,"ARCHIVÉE Produits frais, refrigérés ou congelés, Livraison de",fr
1991-06-01,D0015T,ARCHIVÉE Livraison,fr
1991-06-01,D0016D,ARCHIVÉE Méthode de commande,fr
1991-06-01,D0017D,ARCHIVÉE Méthode de commande,fr
2007-11-30,D0018C,Livraison et déchargement,fr
1991-06-01,D0018D,ARCHIVÉE Livraison aux succursales,fr
1998-06-15,D0018D,ARCHIVÉE Livraison et déchargement,fr
1991-06-01,D0019D,"ARCHIVÉE Camions, conduite des",fr
2004-12-10,D0019D,ARCHIVÉE Conduite des camions,fr
1991-06-01,D0020D,ARCHIVÉE Livraison,fr
1998-06-15,D0020D,ARCHIVÉE Responsabilité de la livraison - entrepreneur,fr
1991-06-01,D0021D,ARCHIVÉE Livraison,fr
1998-06-15,D0021D,ARCHIVÉE Responsabilité de la livraison - Canada,fr
2003-05-30,D0021D,ARCHIVÉE Responsabilité de la livraison - Canada,fr
1991-06-01,D0022D,ARCHIVÉE Camions avec compteurs,fr
1991-06-01,D0023D,ARCHIVÉE Navire - livraison,fr
2008-05-12,D0024C,Dommages-intérêts fixés à l'avance,fr
1993-10-29,D0024D,ARCHIVÉE Dommages-intérêts,fr
1997-09-15,D0024D,ARCHIVÉE Dommages-intérêts,fr
1993-10-29,D0025D,ARCHIVÉE Période du contrat,fr
1997-09-15,D0025D,ARCHIVÉE Période des travaux,fr
1995-03-31,D0030D,ARCHIVÉE Représentants du fournisseur,fr
2001-05-25,D0030D,ARCHIVÉE Représentants du fournisseur,fr
2004-12-10,D0030D,ARCHIVÉE Représentants du fournisseur,fr
2007-11-30,D0035C,ARCHIVÉE Instructions d'expédition (MDN) - entrepreneur établi à l'étranger,fr
2010-01-11,D0035C,ARCHIVÉE Instructions d'expédition (Ministère de la Défense nationale) - entrepreneur établi à l'étranger,fr
2017-08-17,D0035C,ARCHIVÉE Instructions d'expédition (Ministère de la Défense nationale) : Entrepreneur établi à l'étranger,fr
2018-06-21,D0035C,ARCHIVÉE Instructions d'expédition (Ministère de la Défense nationale) : Entrepreneur établi à l'étranger,fr
2020-07-01,D0035C,ARCHIVÉE Instructions d'expédition (Ministère de la Défense nationale) : Entrepreneur établi à l'étranger,fr
2022-12-01,D0035C,Instructions d'expédition (Ministère de la Défense nationale) : Entrepreneur établi à l'étranger,fr
1996-10-30,D0035D,ARCHIVÉE Instructions pour l'expédition - Europe,fr
1999-12-13,D0035D,ARCHIVÉE Instructions pour l'expédition - Europe,fr
2003-05-30,D0035D,ARCHIVÉE Instructions pour l'expédition - Europe,fr
2003-12-12,D0035D,ARCHIVÉE Expédition à l'étranger - MDN,fr
2004-12-10,D0035D,ARCHIVÉE Expédition à l'étranger - MDN - livraison au point d'origine,fr
2005-06-10,D0035D,ARCHIVÉE Expédition à l'étranger - MDN - livraison au point d'origine,fr
2005-12-16,D0035D,ARCHIVÉE Expédition à l'étranger - MDN - livraison au point d'origine,fr
1996-10-30,D0036D,ARCHIVÉE Livraison à l'étranger,fr
2003-12-12,D0036D,ARCHIVÉE Livraison à l'étranger,fr
2005-12-16,D0036D,ARCHIVÉE Livraison à l'étranger,fr
2007-11-30,D0037C,ARCHIVÉE Instructions d'expédition (MDN) - entrepreneur établi au Canada,fr
2010-01-11,D0037C,ARCHIVÉE Instructions d'expédition (MDN) - entrepreneur établi au Canada,fr
2011-05-16,D0037C,ARCHIVÉE Instructions d'expédition (Ministère de la Défense nationale) - entrepreneur établi au Canada,fr
2015-02-25,D0037C,ARCHIVÉE Instructions d'expédition (Ministère de la Défense nationale) - entrepreneur établi au Canada,fr
2016-01-28,D0037C,Instructions d'expédition (Ministère de la Défense nationale) - entrepreneur établi au Canada,fr
2003-12-12,D0037D,ARCHIVÉE Expédition au Canada - MDN,fr
2004-12-10,D0037D,ARCHIVÉE Expédition au Canada - MDN - livraison au point d'origine,fr
2005-12-16,D0037D,ARCHIVÉE Expédition au Canada - MDN - livraison au point d'origine,fr
2003-12-12,D0038D,ARCHIVÉE Expédition - ventes militaires étrangères - MDN,fr
2004-12-10,D0038D,ARCHIVÉE Expédition - MDN - ventes militaires étrangères,fr
2010-08-16,D0040C,"Surtaxe pour l'expédition d'articles de grande taille, encombrants ou lourds",fr
2007-05-25,D0050C,Certificat d'utilisateur final,fr
2007-11-30,D2000C,Marquage,fr
1991-06-01,D2000D,ARCHIVÉE Marquage,fr
2007-11-30,D2001C,Etiquetage,fr
1991-06-01,D2001D,ARCHIVÉE Etiquetage,fr
1991-06-01,D2003D,ARCHIVÉE Propriétaire - identification,fr
1991-06-01,D2004D,ARCHIVÉE Etiquetage,fr
1991-06-01,D2005D,ARCHIVÉE Conditionnement et étiquetage,fr
2007-11-30,D2006C,Marquage et préparation du papier,fr
1991-06-01,D2006D,ARCHIVÉE Etiquetage,fr
1997-09-15,D2006D,ARCHIVÉE Etiquetage,fr
2002-12-13,D2006D,ARCHIVÉE Etiquetage,fr
1991-06-01,D2007D,"ARCHIVÉE Conditionnement, marquage et préparation",fr
1991-06-01,D2008D,ARCHIVÉE Marquage - matériel réparé,fr
1997-09-15,D2008D,ARCHIVÉE Marquage - matériel réparé,fr
1991-06-01,D2009D,ARCHIVÉE Marquage - instruments à cadran,fr
1991-06-01,D2010D,ARCHIVÉE Marquage  (étiquette),fr
1991-06-01,D2011D,ARCHIVÉE Marques d'identification,fr
1992-12-01,D2011D,ARCHIVÉE Marques d'identification,fr
1996-10-30,D2012D,ARCHIVÉE Câbles-chaînes et équipement connexe,fr
2007-05-25,D2015C,ARCHIVÉE Marquage détaillé de l'emballage,fr
2010-01-11,D2015C,Marquage détaillé de l'emballage - semblables,fr
2004-05-14,D2015D,ARCHIVÉE Marquage détaillé de l'emballage,fr
2007-05-25,D2016C,ARCHIVÉE Marquage détaillé de l'emballage,fr
2010-01-11,D2016C,Marquage détaillé de l'emballage - différents,fr
2008-05-12,D2017C,Codage par code à barres - marquage du matériel,fr
2004-05-14,D2017D,ARCHIVÉE Codage par codes à barres - marquage du matériel,fr
2008-05-12,D2020C,Codage par code à barres - marquage de l'emballage,fr
2004-05-14,D2020D,ARCHIVÉE Codage par code à barres - marquage de l'emballage,fr
2007-11-30,D2025C,ARCHIVÉE Matériaux d'emballage en bois,fr
2008-12-12,D2025C,ARCHIVÉE Matériaux d'emballage en bois,fr
2013-11-06,D2025C,ARCHIVÉE Matériaux d'emballage en bois,fr
2017-08-17,D2025C,Matériaux d'emballage en bois,fr
2004-05-14,D2025D,ARCHIVÉE Matériaux d'emballage en bois,fr
2005-06-10,D2025D,ARCHIVÉE Matériaux d'emballage en bois,fr
1991-06-01,D3000D,ARCHIVÉE Emballage,fr
2002-12-13,D3000D,ARCHIVÉE Emballage,fr
1991-06-01,D3001D,ARCHIVÉE Emballage d'expédition,fr
1991-06-01,D3002C,"ARCHIVÉE Produits dangereux, transport des",fr
1991-06-01,D3003D,"ARCHIVÉE Livraison, normes de",fr
2007-11-30,D3004C,Genre de transport,fr
1991-06-01,D3004D,ARCHIVÉE Genre de transport,fr
1999-06-21,D3004D,ARCHIVÉE Genre de transport,fr
1991-06-01,D3005D,"ARCHIVÉE Livraison, norme de",fr
1997-09-15,D3005D,"ARCHIVÉE Livraison, norme de",fr
2007-11-30,D3006C,Carcasses,fr
1991-06-01,D3006D,ARCHIVÉE Carcasses,fr
2007-11-30,D3007C,Inspection et estampillage,fr
1991-06-01,D3007D,ARCHIVÉE Inspection et estampillage,fr
1999-06-21,D3007D,ARCHIVÉE Inspection et estampillage,fr
1991-06-01,D3008D,ARCHIVÉE Matières dangereuses,fr
1991-06-01,D3009D,ARCHIVÉE Préparation en vue de la livraison,fr
1998-02-16,D3009D,ARCHIVÉE Préparation en vue de la livraison,fr
2007-05-25,D3010C,ARCHIVÉE Marchandises/produits dangereux,fr
2007-11-30,D3010C,ARCHIVÉE Marchandises dangereuses/produits dangereux,fr
2012-07-16,D3010C,ARCHIVÉE Marchandises dangereuses/produits dangereux,fr
2014-06-26,D3010C,ARCHIVÉE Livraison de marchandises dangereuses / produits dangereux,fr
2016-01-28,D3010C,Livraison de marchandises dangereuses/produits dangereux,fr
1991-06-01,D3010D,ARCHIVÉE Matériaux dangereux ou hasardeux,fr
1994-06-01,D3010D,ARCHIVÉE Matériaux dangereux ou hasardeux,fr
1998-02-16,D3010D,ARCHIVÉE Articles dangereux/produits hasardeux,fr
1999-06-21,D3010D,ARCHIVÉE Articles dangereux/produits hasardeux,fr
2000-05-12,D3010D,ARCHIVÉE Articles dangereux/produits hasardeux,fr
2000-12-01,D3010D,ARCHIVÉE Articles dangereux/produits hasardeux,fr
2002-12-13,D3010D,ARCHIVÉE Articles dangereux/produits hasardeux,fr
1991-06-01,D3011D,ARCHIVÉE Livraison - préparation,fr
2008-05-12,D3012C,ARCHIVÉE Préparation en vue de la livraison,fr
2014-06-26,D3012C,"Préparation en vue de la livraison - préservation, conditionnement et emballage - Forces canadiennes",fr
1991-06-01,D3012D,ARCHIVÉE Livraison - préparation,fr
1996-10-30,D3012D,ARCHIVÉE Livraison - préparation,fr
2007-11-30,D3013C,Préparation pour la livraison - entrepreneur établi au Canada,fr
1991-06-01,D3013D,ARCHIVÉE Livraison - préparation,fr
1997-02-03,D3013D,ARCHIVÉE Livraison - préparation,fr
2005-06-10,D3013D,ARCHIVÉE Préparation pour la livraison,fr
1992-01-31,D3014C,ARCHIVÉE Le transport de marchandises dangereuses,fr
1992-08-01,D3014C,ARCHIVÉE Transport de marchandises dangereuses,fr
2007-11-30,D3014C,Transport de marchandises dangereuses/produits dangereux,fr
2007-11-30,D3015C,ARCHIVÉE Marchandises dangereuses/produits dangereux,fr
2014-09-25,D3015C,Marchandises dangereuses / produits dangereux - conformité de l'étiquetage et de l'emballage,fr
1995-03-31,D3015D,ARCHIVÉE Produits dangereux,fr
1998-02-16,D3015D,ARCHIVÉE Articles dangereux,fr
2000-12-01,D3015D,ARCHIVÉE Articles dangereux,fr
2007-11-30,D3016C,ARCHIVÉE Préparation pour la livraison,fr
2014-09-25,D3016C,Préparation en vue de la livraison - la spécification relative à l'emballage des Forces canadiennes ,fr
1996-05-01,D3016D,ARCHIVÉE Préparation pour la livraison,fr
2002-12-13,D3016D,ARCHIVÉE Préparation pour la livraison,fr
2003-12-12,D3016D,ARCHIVÉE Préparation pour la livraison,fr
2007-11-30,D3017C,ARCHIVÉE Préparation pour la livraison,fr
2014-09-25,D3017C,Préparation en vue de la livraison - munitions et missiles,fr
1997-02-03,D3017D,ARCHIVÉE Préparation pour la livraison,fr
2007-11-30,D3018C,ARCHIVÉE Préparation de la livraison,fr
2014-09-25,D3018C,Exigences en matière d'emballage selon la spécification D-LM-008-036/SF-000  ,fr
2002-12-13,D3018D,ARCHIVÉE Livraison - préparation,fr
2007-11-30,D3019C,Préparation pour la livraison - entrepreneur établi aux États-Unis,fr
2008-05-12,D3020C,ARCHIVÉE Préparation en vue de la livraison - Union européenne,fr
2022-12-01,D3020C,Préparation en vue de la livraison - Union européenne,fr
1991-06-01,D4000C,ARCHIVÉE Expédition et FAB,fr
1996-05-01,D4000C,ARCHIVÉE Expédition et FOB,fr
2003-12-12,D4000C,ARCHIVÉE Expédition - FOB (origine) et FCA,fr
2004-12-10,D4000C,ARCHIVÉE Expédition - livraison au point d'origine,fr
2007-11-30,D4000C,ARCHIVÉE Instructions d'expédition - livraison au point d'origine,fr
2008-05-12,D4000C,Instructions d'expédition - livraison au point d'origine,fr
1991-06-01,D4001C,ARCHIVÉE Expédition,fr
2003-12-12,D4001C,ARCHIVÉE Expédition - FOB et DDP,fr
2004-05-14,D4001C,ARCHIVÉE Expédition - FOB et DDP,fr
2004-12-10,D4001C,ARCHIVÉE Expédition - livraison à destination,fr
2005-06-10,D4001C,ARCHIVÉE Expédition - livraison à destination,fr
2007-11-30,D4001C,ARCHIVÉE Instructions d'expédition - livraison à destination,fr
2008-05-12,D4001C,ARCHIVÉE Instructions d'expédition - livraison à destination,fr
2008-12-12,D4001C,Instructions d'expédition - livraison à destination,fr
2010-01-11,D4002C,ARCHIVÉE Instructions d'expédition - franco à bord Destination et rendu droits acquittés,fr
2013-04-25,D4002C,Instructions d'expédition - franco à bord Destination et rendu droits acquittés,fr
1991-06-01,D4002D,ARCHIVÉE Endroit de fabrication ou d'expédition,fr
1993-10-29,D4003C,ARCHIVÉE Point FAB (Californie),fr
1998-02-16,D4003C,ARCHIVÉE Point FOB (Californie),fr
2007-11-30,D4003C,Point FOB (Californie),fr
1991-06-01,D5000T,ARCHIVÉE Inspection - autorité,fr
1991-06-01,D5001D,ARCHIVÉE Inspection - assurance de la qualité,fr
1992-12-01,D5002D,ARCHIVÉE Modalités de paiement,fr
1991-06-01,D5300D,ARCHIVÉE Inspection - MDN à destination,fr
1991-06-01,D5301D,ARCHIVÉE Inspection - MDN,fr
1991-06-01,D5302D,ARCHIVÉE Inspection - consignataire civil,fr
1998-02-16,D5302D,ARCHIVÉE Inspection par le destinataire,fr
1991-06-01,D5303C,ARCHIVÉE Inspection - AQ à l'origine par le MDN,fr
1991-06-01,D5304C,"ARCHIVÉE Inspection - AQ à l'origine, MDN (É.-U.)",fr
1991-06-01,D5305C,ARCHIVÉE Inspection - AQ Europe (OTAN),fr
1991-06-01,D5306D,ARCHIVÉE Inspection - dispositions - QMB 100,fr
1991-06-01,D5307D,ARCHIVÉE Inspection - dispositions - AFA É.U./MT,fr
1991-06-01,D5308D,ARCHIVÉE Inspection/acceptation,fr
1998-06-15,D5308D,ARCHIVÉE Inspection et acceptation,fr
1999-06-21,D5308D,ARCHIVÉE Inspection et acceptation,fr
1991-06-01,D5309D,ARCHIVÉE Inspection,fr
1991-06-01,D5310D,"ARCHIVÉE Inspection/estampillage, produits carnés",fr
2007-11-30,D5311C,Droit d'accès et inspection de la viande,fr
1993-10-29,D5311D,ARCHIVÉE Produits de viande-accès aux usines,fr
1999-06-21,D5311D,ARCHIVÉE Produits carnés-accès aux usines,fr
1991-06-01,D5313D,ARCHIVÉE Responsable du service,fr
1991-06-01,D5314D,ARCHIVÉE Inspection - MAS,fr
1994-06-01,D5314D,ARCHIVÉE Inspection - MAS,fr
1998-02-16,D5314D,ARCHIVÉE Inspection - MTPSG,fr
1991-06-01,D5315D,ARCHIVÉE Inspection - MAS et destinataire,fr
1994-06-01,D5315D,ARCHIVÉE Inspection - MAS et destinataire,fr
1991-06-01,D5316D,ARCHIVÉE Inspection - MDN,fr
1991-06-01,D5317D,ARCHIVÉE Inspection,fr
2007-11-30,D5318C,Inspection et services techniques,fr
1991-06-01,D5318D,ARCHIVÉE Inspection et services techniques,fr
1998-06-15,D5318D,ARCHIVÉE Inspection et services techniques,fr
1992-01-31,D5320D,ARCHIVÉE Inspection,fr
1998-06-15,D5320D,ARCHIVÉE Inspection,fr
1992-01-31,D5321D,ARCHIVÉE Inspection,fr
1992-01-31,D5322D,ARCHIVÉE Inspection,fr
2007-11-30,D5324C,Inspection,fr
1992-01-31,D5324D,ARCHIVÉE Inspection,fr
1992-08-01,D5324D,ARCHIVÉE Inspection,fr
1998-02-16,D5324D,ARCHIVÉE Inspection,fr
1992-01-31,D5325D,ARCHIVÉE Inspection,fr
1996-05-01,D5326D,ARCHIVÉE Inspection et acceptation,fr
1996-05-01,D5327D,ARCHIVÉE Inspection,fr
2007-11-30,D5328C,ARCHIVÉE Inspection et acceptation,fr
2014-06-26,D5328C,Inspection et acceptation,fr
1996-05-01,D5328D,ARCHIVÉE Inspection et acceptation,fr
2000-12-01,D5328D,ARCHIVÉE Inspection et acceptation,fr
1998-11-23,D5401D,ARCHIVÉE Plan Qualité - Offre,fr
1999-12-13,D5401T,ARCHIVÉE Plan Qualité - Offre,fr
2007-11-30,D5401T,Plan qualité - demande,fr
2007-11-30,D5402C,ARCHIVÉE Plan qualité,fr
2010-01-11,D5402C,ARCHIVÉE Plan qualité,fr
2021-05-20,D5402C,Plan qualité,fr
1998-11-23,D5402D,ARCHIVÉE Plan Qualité - Contrat,fr
2003-12-12,D5402D,ARCHIVÉE Plan qualité - contrat,fr
2004-12-10,D5402D,ARCHIVÉE Plan qualité - contrat,fr
2005-12-16,D5402D,ARCHIVÉE Plan qualité - contrat,fr
1991-06-01,D5500D,ARCHIVÉE Garde des documents et des registres,fr
1991-06-01,D5501D,ARCHIVÉE Garde des documents et des registres,fr
1991-06-01,D5502D,ARCHIVÉE Contrôle de qualité/exigences inspection,fr
1992-08-01,D5504D,ARCHIVÉE Assurance de la qualité,fr
2007-11-30,D5505C,Document d'assurance de la qualité,fr
1991-06-01,D5505D,ARCHIVÉE Document d'assurance de la qualité,fr
2007-11-30,D5509C,ARCHIVÉE Exigences de l'assurance de la qualité - sécurité des sous-marins,fr
2010-01-11,D5509C,ARCHIVÉE Exigences de l'assurance de la qualité - sécurité des sous-marins,fr
2010-08-16,D5509C,ARCHIVÉE Exigences de l'assurance de la qualité - sécurité des sous-marins,fr
2011-05-16,D5509C,ARCHIVÉE Exigences de l'assurance de la qualité - sécurité des sous-marins,fr
2021-05-20,D5509C,Exigences de l'assurance de la qualité - sécurité des sous-marins,fr
2004-12-10,D5509D,ARCHIVÉE Exigences de l'assurance de la qualité - sécurité des sous-marins,fr
2007-11-30,D5510C,ARCHIVÉE Autorité de l'assurance de la qualité (MDN) - entrepreneur établi au Canada,fr
2023-06-08,D5510C,Autorité de l'assurance de la qualité (Ministère de la Défense nationale) : Entrepreneur établi au Canada,fr
2008-05-12,D5510C,ARCHIVÉE Autorité de l'assurance de la qualité (MDN) - entrepreneur établi au Canada,fr
2008-12-12,D5510C,ARCHIVÉE Autorité de l'assurance de la qualité (MDN) - entrepreneur établi au Canada,fr
2010-01-11,D5510C,ARCHIVÉE Autorité de l'assurance de la qualité (MDN) - entrepreneur établi au Canada,fr
2011-05-16,D5510C,ARCHIVÉE Autorité de l'assurance de la qualité (MDN) - entrepreneur établi au Canada,fr
2012-07-16,D5510C,ARCHIVÉE Autorité de l'assurance de la qualité (Ministère de la Défense nationale) - entrepreneur établi au Canada,fr
2014-06-26,D5510C,ARCHIVÉE Autorité de l'assurance de la qualité (Ministère de la Défense nationale) - entrepreneur établi au Canada,fr
2017-08-17,D5510C,ARCHIVÉE Autorité de l'assurance de la qualité (Ministère de la Défense nationale) : Entrepreneur établi au Canada,fr
2022-05-12,D5510C,ARCHIVÉE Autorité de l'assurance de la qualité (Ministère de la Défense nationale) : Entrepreneur établi au Canada,fr
1992-08-01,D5510D,ARCHIVÉE AOQ à la source - inspection,fr
1999-06-21,D5510D,ARCHIVÉE Assurance de la qualité - autorité,fr
2000-12-01,D5510D,ARCHIVÉE Assurance de la qualité - autorité,fr
2001-05-25,D5510D,ARCHIVÉE Assurance de la qualité - autorité,fr
2001-12-10,D5510D,ARCHIVÉE Assurance de la qualité - autorité,fr
2002-05-24,D5510D,ARCHIVÉE Assurance de la qualité - autorité,fr
2002-12-13,D5510D,ARCHIVÉE Assurance de la qualité - autorité,fr
2003-12-12,D5510D,ARCHIVÉE Assurance de la qualité - autorité,fr
2004-05-14,D5510D,ARCHIVÉE Assurance de la qualité - autorité,fr
2004-12-10,D5510D,ARCHIVÉE Assurance de la qualité - autorité,fr
2007-05-25,D5510D,ARCHIVÉE Assurance de la qualité - autorité,fr
1992-12-01,D5510D,ARCHIVÉE AOQ à la source - inspection,fr
1993-10-29,D5510D,ARCHIVÉE Assurance officielle de la qual./source,fr
1993-05-01,D5510D,ARCHIVÉE AOQ à la source - inspection,fr
1994-06-01,D5510D,ARCHIVÉE Assurance officielle de la qual./source,fr
1995-03-31,D5510D,ARCHIVÉE Assurance de la qualité - Autorité,fr
1995-12-15,D5510D,ARCHIVÉE Assurance de la qualité - Autorité,fr
1996-10-30,D5510D,ARCHIVÉE Assurance de la qualité - Autorité,fr
1998-06-15,D5510D,ARCHIVÉE Assurance de la qualité - autorité,fr
2007-11-30,D5511C,ARCHIVÉE Validation d'essais,fr
2010-01-11,D5511C,Validation d'essais,fr
1998-11-23,D5511D,ARCHIVÉE Validation d'essais,fr
2003-12-12,D5511D,ARCHIVÉE Validation d'essais,fr
2007-11-30,D5515C,ARCHIVÉE Autorité de l'assurance de la qualité (MDN) - entrepreneur établi à l'étranger et aux États-Unis,fr
2008-12-12,D5515C,ARCHIVÉE Autorité de l'assurance de la qualité (MDN) - entrepreneur établi à l'étranger et aux États-Unis,fr
2010-01-11,D5515C,Autorité de l'assurance de la qualité (Ministère de la Défense nationale) - entrepreneur établi à l'étranger et aux États-Unis,fr
1992-08-01,D5530D,ARCHIVÉE AOQ à destination - non tech.,fr
1993-10-29,D5530D,ARCHIVÉE AOQ à destination - non tech. (CAQ B),fr
1992-08-01,D5531D,ARCHIVÉE AOQ à destination - Tech.,fr
1993-10-29,D5531D,ARCHIVÉE AOQ à destination - Tech. (CAQ A),fr
1992-08-01,D5532D,ARCHIVÉE AOQ à la source - cont./insp. AQAP-1,fr
1992-12-01,D5532D,ARCHIVÉE AOQ à la source - cont./insp. AQAP-1,fr
1993-05-01,D5532D,"ARCHIVÉE AQAP-110 Conception, dév. et prod.",fr
1993-10-29,D5532D,ARCHIVÉE AQAP-110 Conception/dév./prod.(CAQ H),fr
1992-08-01,D5533D,ARCHIVÉE AOQ à la source - cont./insp. AQAP-4,fr
1992-12-01,D5533D,ARCHIVÉE AOQ à la source - cont./insp. AQAP-4,fr
1993-05-01,D5533D,ARCHIVÉE AQAP-130 Contrôle,fr
1993-10-29,D5533D,ARCHIVÉE AQAP-130 Contrôle (CAQ G),fr
1992-08-01,D5534D,ARCHIVÉE AOQ à la source - cont./insp. AQAP-9,fr
